Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023;Population au dernier recensement 2021
14574;Saint-Désir;7;-0.3;5.8;0;0.3;94;19.4;27.9;1744
14575;Saint-Étienne-la-Thillaye;4;65.3;5.5;0;0;94.5;12.4;21.1;375
14576;Val-de-Vie;6;-3;0;0;10.5;89.5;19.2;6.1;512
14578;Saint-Gatien-des-Bois;6;11.3;9.7;0;59.2;31.2;49.1;33.7;1332
14579;Seulline;4;4.4;0;0;8.5;91.5;31.7;47.4;1304
14582;Saint-Germain-de-Livet;6;-25.7;0.5;0;15.1;84.4;16.4;4;708
14586;Saint-Germain-du-Pert;5;-55.6;0;0;0;100;6;1;154
14587;Saint-Germain-la-Blanche-Herbe;4;27.9;20.7;0;0;79.3;2.6;3.8;2403
14588;Saint-Germain-Langot;4;-20.2;0;0;25;75;10.3;1.7;348
14589;Saint-Germain-le-Vasson;4;-25.9;6.7;0;17.8;75.5;9.4;7.3;958
14590;Sainte-Honorine-de-Ducy;4;19.6;0;0;0;100;5;3.4;136
14591;Aure sur Mer;6;2.7;7.2;0.4;0.3;92;10.6;10.2;709
14592;Sainte-Honorine-du-Fay;8;39.4;6.8;0;10.1;83.2;7.6;4.5;1332
14593;Saint-Hymer;4;-11.2;0;0;14.1;85.9;12.3;19.6;680
14595;Saint-Jean-de-Livet;5;-13.3;0;0;7.2;92.8;3.5;4.1;246
14598;Saint-Jouin;4;38;0;0;0.3;99.7;5;6.1;260
14601;Saint-Julien-sur-Calonne;5;4.2;12.3;0;0;87.7;8.5;8.6;169
14602;Saint-Lambert;5;-14.3;0;0;5.7;94.3;7.4;4.5;268
14603;Saint-Laurent-de-Condel;4;17.6;2.7;0;65.7;31.6;12.3;4.3;509
14605;Saint-Laurent-sur-Mer;9;-87.4;18.9;0;3;78.2;3.9;0.5;256
14606;Saint-Léger-Dubosq;6;-57.9;0.1;0;0;99.9;4.1;16.9;231
14607;Saint-Louet-sur-Seulles;8;12.8;0.4;0;0;99.6;4.3;2.9;137
14609;Saint-Loup-Hors;6;168.3;6.3;0;0;93.7;5.3;5.6;538
14610;Saint-Manvieu-Norrey;6;-2.3;17.1;0;0;82.9;8.3;17.4;2078
14613;Saint-Marcouf;6;-21.5;0;0;0;100;5;1.6;88
14614;Sainte-Marguerite-d'Elle;12;9.7;3.8;0;0;96.2;20.5;4.4;763
14619;Sainte-Marie-Outre-l'Eau;4;-16.9;0.4;0;5;94.6;5.8;7.5;127
14620;Saint-Martin-aux-Chartrains;10;-98.8;6.8;0;0.1;93.1;5.1;25.4;426
14621;Saint-Martin-de-Bienfaite-la-Cressonnière;7;32.6;2;0;46.2;51.8;11.6;5.3;499
14622;Saint-Martin-de-Blagny;5;4.7;0;0;4.6;95.4;8.9;1;122
14623;Saint-Martin-de-Fontenay;5;16.2;11.3;0;0;88.7;10.7;9.5;2515
14625;Saint-Martin-de-la-Lieue;6;50.9;5.5;0;18.1;76.5;8.4;4.4;772
14626;Saint-Martin-de-Mailloc;6;-5.7;10.9;0;0;89.1;7.2;20.6;958
14627;Saint-Martin-de-Mieux;6;46.2;4.5;0;12.5;82.9;10.1;15.1;385
14630;Saint-Martin-des-Entrées;6;3.2;16.1;0;0;83.9;6;20;717
14635;Saint-Omer;9;20.4;3.3;0;18.5;78.2;8.1;2;189
14637;Saint-Ouen-du-Mesnil-Oger;4;0.4;2.3;0;0;97.7;5.9;2.3;207
14639;Saint-Ouen-le-Pin;4;1;4.6;0;10;85.5;5.6;1.7;256
14640;Saint-Pair;4;105.3;13.9;0;6.2;79.9;3.3;1.5;244
14643;Saint-Paul-du-Vernay;5;5.1;2;0;11.8;86.2;15.1;8;830
14644;Saint-Philbert-des-Champs;4;-1.1;2.8;0;9.6;87.6;12;33.8;660
14645;Saint-Pierre-Azif;4;-2.7;0;0;5.9;94.1;6.2;19;162
14646;Saint-Pierre-Canivet;4;826.7;5.7;0;43.7;50.5;7;3;460
14648;Saint-Pierre-des-Ifs;5;3.9;0;0;3.3;96.7;11.2;8.6;451
14649;Saint-Pierre-du-Bû;4;-22.6;5;0;8.5;86.4;7.4;17.7;453
14650;Saint-Pierre-du-Fresne;5;-28.8;0;0;10.3;89.7;3.4;5.5;185
14651;Saint-Pierre-du-Jonquet;5;-17.3;0;7.1;4.6;88.4;8.2;7;278
14652;Saint-Pierre-du-Mont;5;1.7;0;0;0;99.4;5;3.6;75
14654;Saint-Pierre-en-Auge;13;13.2;2.6;0;6;91.4;145;84.1;7288
14656;Saint-Rémy;13;-0.4;7.1;0;19.5;73.4;7.5;8.1;982
14657;Saint-Samson;4;123.5;7.2;0;0.3;92.5;3.7;4.1;311
14658;Noues de Sienne;7;-7.2;2.2;0;16.5;80.5;117.6;188.3;4285
14659;Saint-Sylvain;9;-22;6.9;0;2.5;90.6;13.5;9.8;1438
14660;Saint-Vaast-en-Auge;4;7.7;0;0;4.2;95.8;3;4.1;103
14661;Saint-Vaast-sur-Seulles;6;-11;0;0;0;100;4.2;1;158
14663;Saint-Vigor-le-Grand;7;35.3;20.5;0;0;79.5;9.7;24;2529
14664;Sallen;6;-12.1;0;0;3.2;96.8;11.2;1.6;318
14665;Sallenelles;4;N/A - résultat non disponible;12.6;18.9;0;55.2;1.2;2.1;293
14666;Sannerville;9;77.8;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0;5.1;N/A - résultat non disponible;1888
14667;Saon;5;16.5;2.3;0;0.3;97.4;5.2;0.8;220
14668;Saonnet;6;-41.8;0;0;0;100;5.3;3;331
14669;Sassy;5;-26.7;3.8;0;0;96.2;9.6;1.7;207
14672;Val de Drôme;6;-13.5;0.2;0;0;99.8;27.6;18.2;888
14674;Soignolles;6;58.9;0;0;0;100;5.8;0.5;120
14675;Soliers;7;37.3;17.7;0;0;82.3;5.1;48.3;2135
14676;Sommervieu;5;11.1;19.3;0;0;80.7;4.3;9.3;987
14677;Soulangy;4;-66.1;6.2;0;0.3;93.5;7.2;1.5;251
14678;Soumont-Saint-Quentin;8;118.4;9.1;0;9.6;81.3;6.9;10.9;611
14679;Subles;5;425;19;0;0;81;2.4;7.7;669
14680;Sully;5;6.1;0;0;0;100;4;2.8;164
14681;Surrain;5;25.2;0;0;0;100;7.1;1.3;145
14682;Surville;6;9.8;9.1;0;0;90.9;4.8;35.4;471
14684;Tessel;5;-34.1;0;0;0;100;5.5;2.1;251
14685;Thaon;9;-27.4;8.2;0;6.4;85.4;8.3;16;1808
14687;Le Theil-en-Auge;4;-28.6;0;0;1.8;98.2;2.8;6.9;196
14689;Thury-Harcourt-le-Hom;13;-6.1;2.2;0;17;80.8;46.9;35.6;3593
14692;Tilly-sur-Seulles;6;36.3;8.7;0;1.7;89.6;9;14.6;1786
14694;Le Torquesne;5;41.8;0;0;5.1;94.9;5.3;13.1;534
14698;Touffréville;4;78.5;12.8;0;11.2;76;5.8;13.7;391
14699;Touques;7;-34;31.9;0;1.3;66.8;8.1;39.2;3802
14700;Tour-en-Bessin;6;-17.1;4.4;0;0;95.6;10.3;7.4;684
14701;Tourgéville;7;1.9;20.3;0;3.3;76.4;12;49.3;825
14705;Tournières;5;-38.3;0;0;0;100;3.4;0.1;145
14706;Tourville-en-Auge;5;5.5;16.3;0;2.8;80.9;3.2;12.4;252
14707;Tourville-sur-Odon;4;40.6;36.5;0;11.9;51.6;1.7;3.9;1127
14708;Tracy-Bocage;5;1.2;0;0;0;100;5.2;6.8;297
14709;Tracy-sur-Mer;7;1.6;3.5;0.1;1.4;95;3.7;3.7;344
14710;Tréprel;4;1.3;4.7;0;16.2;79.1;5.4;3.5;106
14711;Trévières;5;-29.6;5.4;0;0;94.6;11.7;5.4;920
14712;Troarn;6;38.2;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0;11.5;25.7;3446
14713;Montillières-sur-Orne;4;-37.4;0;0;9.4;90.6;9.3;9;566
14714;Le Tronquay;5;11.9;1.9;0;17.7;80.4;13.1;3.4;779
14715;Trouville-sur-Mer;19;-100;40.6;0.2;0;59.2;6.8;31.3;4622
14716;Trungy;4;-4.1;0;0;0.3;99.7;7.1;0.9;211
14719;Urville;4;18.4;12.6;0;15.8;71.6;6;8.2;743
14720;Ussy;6;-3.9;9.6;0;2.9;87.4;8.7;3.7;846
14721;Vacognes-Neuilly;7;13.4;0;0;0;100;7.9;5.1;669
14723;Valsemé;4;28.1;0;0;0;100;5.6;9.6;265
14724;Varaville;4;-13.8;11.5;0;2.7;84.4;16.5;24.6;1013
14726;Valdallière;7;-1.9;0.8;0;0.6;98.6;157.9;193.5;5699
14728;Vaucelles;6;11.7;12.2;0;0;87.8;3.6;12.2;589
14731;Vauville;6;-58.2;6.1;0;0;93.9;5.1;17;198
14732;Vaux-sur-Aure;7;-31.9;0;0;0;100;7.6;4.8;291
14733;Vaux-sur-Seulles;5;-30.3;5.3;0;0;94.7;6.6;2.2;320
14734;Vendes;5;-7.3;10.4;0;0;89.6;3.5;2.1;338
14735;Vendeuvre;9;-26.4;4.3;0;1.9;93.8;26.3;13.5;805
14737;Versainville;7;-3.7;9.7;0;0.8;89.5;7.7;7.9;496
14738;Verson;6;39.7;27.5;0;0;72.5;10.4;28.5;3794
14739;Ver-sur-Mer;14;-0.7;16.2;9.4;0;74.4;9;4.8;1662
14740;La Vespière-Friardel;4;-12.3;5.4;0;14.8;79.8;18;19.3;1181
14741;Le Vey;8;10.4;3.8;0;21.2;74.9;3.5;5.1;121
14742;Vicques;5;23.5;0;0;0;100;2.7;1;71
14743;Victot-Pontfol;6;-21.7;0;0;9;91;10.7;1.8;82
14744;Vienne-en-Bessin;6;-6.2;9.4;0;0;90.6;4.1;7.3;277
14745;Vierville-sur-Mer;7;-97.1;12;0;1.7;86.3;6.4;3.4;231
14747;Vieux;6;45.4;10.4;0;0;89.6;5.5;5.1;692
14748;Vieux-Bourg;4;366.7;0.6;0;2.2;97.2;1.3;20;77
14751;Vignats;6;43.1;13.9;0;17.6;68.4;8.8;1;288
14752;Villers-Bocage;6;-60;35.2;0;2.9;61.9;5.8;34;3130
14753;Villers-Canivet;5;-15.2;5.6;0;23.9;70.5;12.2;5.1;731
14754;Villers-sur-Mer;13;-13;31.3;0;5.4;63.3;9;55;2469
14755;Villerville;15;-80;19.7;0.7;14.7;64.9;3.3;6.2;591
14756;La Villette;4;-23.1;0;0;12.3;87.7;9.7;10.6;228
14758;Villons-les-Buissons;6;-38.2;15.7;0;0;84.3;3.8;9.3;815
14759;Villy-lez-Falaise;5;-20.5;6.8;0;0;93.2;5;2;263
14760;Villy-Bocage;6;-26.9;0.1;0;0;99.9;11.4;7.1;720
14761;Vimont;4;5;4.3;0;27.8;67.9;9;7.2;840
14762;Vire Normandie;8;-4.5;8.4;0;2.1;89.5;138.5;252.8;17135
14764;Pont-d'Ouilly;9;29.1;1.9;0;12.8;85.3;19.5;13.7;980
15001;Allanche;6;2.5;1.9;0;53.5;44.6;49.9;5.3;794
15002;Alleuze;5;-15.5;0;0;37.4;54.1;22.9;2.3;226
15003;Ally;5;7.3;2;0;13.2;84.8;23.1;7.1;598
15004;Andelat;15;-6.8;1;0;4.6;94.4;21;4.4;473
15005;Anglards-de-Saint-Flour;5;-7.1;0;0;31.3;63.8;12.3;4.2;386
15006;Anglards-de-Salers;7;-12.2;1.3;0;26.5;72.2;48.4;10.9;714
15007;Anterrieux;4;6.9;0;0;31.1;68.9;16.2;1.4;122
15008;Antignac;5;-25.8;0;0;50.4;49.6;16;1.6;283
15009;Apchon;5;-8.5;2;1.6;9.6;86.8;12.4;0.4;183
15010;Arches;5;-6.7;1.5;0;49.6;42.1;16.1;0.9;198
15011;Arnac;4;-13.6;0;0;54.6;38.9;20.1;4.4;183
15012;Arpajon-sur-Cère;9;4.5;11;0;23.5;65.5;47.7;48.4;6315
15013;Auriac-l'Église;7;-1;0;0;58.3;41.7;19.7;2.4;144
15014;Aurillac;18;8.2;38.4;0;1.6;60;28.8;76;25815
15015;Auzers;5;-7.2;0;0;17.3;82.7;19.3;1.9;163
15016;Ayrens;5;-19.4;1.1;0;32.6;66.3;25.5;8.3;620
15017;Badailhac;6;-5.1;0;0;16.1;83.9;12.5;1.7;135
15018;Barriac-les-Bosquets;5;-6.1;0;0;14.2;85.8;12.8;1.4;136
15019;Bassignac;7;-10.1;0.4;0;48.4;51.2;11.9;2;221
15020;Beaulieu;5;-18.9;0;0;34.4;52;7.6;0.7;88
15021;Boisset;6;-11.8;1;0;43.5;55.5;37.7;6.8;655
15022;Bonnac;6;-4.6;0;0;49.5;50.5;22.6;1.3;161
15024;Brageac;6;-7.3;0;0;60.9;39.1;12.2;0.5;76
15025;Albepierre-Bredons;6;-12.7;0.8;0;69.4;29.7;34.4;2.7;237
15026;Brezons;5;-9.5;0;0;76;24;43.2;1.3;181
15027;Puycapel;4;-18.7;1;0;35.4;63.7;43.7;7.4;732
15028;Carlat;5;13.8;0;0;40.2;59.8;20.9;4.3;379
15029;Cassaniouze;6;-3.2;0;0;52.1;47.9;35.8;4.2;502
15030;Cayrols;5;-17.8;3.7;0;19.1;77.2;9.2;3;296
15032;Celoux;4;20.5;0;0;13.4;86.6;9.6;2.3;57
15033;Cézens;4;3.8;0.8;0;21.4;77.8;31.8;1.5;215
15034;Chaliers;5;8.7;0;0;33.4;66.6;18.4;1.1;140
15036;Chalvignac;5;8.5;0.6;0;48.8;46.6;35.9;6.6;464
15037;Champagnac;6;-14.8;3.3;0;23.2;72.2;28;7;1026
15038;Champs-sur-Tarentaine-Marchal;8;-9.4;1;0;53;46;60.3;6.5;1022
15040;Chanterelle;4;2;0;0;58.9;41.1;19.7;1.1;99
15041;La Chapelle-d'Alagnon;5;-20;3.2;0;16;80.7;9.2;2.2;259
15042;La Chapelle-Laurent;5;-2.2;1.3;0;37;61.7;26.1;4.1;244
15043;Charmensac;4;-27;0;0;38.1;61.9;15.2;0;77
15045;Chaudes-Aigues;5;-9.2;0.5;0;48.5;51;53.2;7.6;815
15046;Chaussenac;4;-15.1;1.8;0;17.1;81.1;16.1;1.2;221
15048;Chazelles;4;23.4;0;0;41.7;58.3;6.3;0.1;31
15049;Cheylade;5;-0.2;0.8;0;58.9;40.2;32.8;3;223
15050;Le Claux;5;-0.4;2;0;59.9;38.1;28.1;1.5;163
15051;Clavières;4;-16.6;0;0;67.6;32.4;44.7;1.1;201
15052;Collandres;6;-21.5;0;0.7;78;21.3;43.3;0.9;159
15053;Coltines;7;13.5;2.6;0;0;97.4;19;3;431
15054;Condat;5;2.3;2.4;0;41.4;56.2;40.2;6.6;968
15055;Coren;6;-2.5;6.3;0;10.7;83.1;16.9;18;444
15056;Crandelles;4;-1.1;3.1;0;0;96.9;12.5;10;861
15057;Cros-de-Montvert;4;10.5;0;0;64.8;35.2;29.3;4;186
15058;Cros-de-Ronesque;4;-10;0;0;57.1;42.9;16.2;1.3;146
15059;Cussac;4;1.6;1.9;8.7;8;81.5;13.7;1.3;121
15060;Deux-Verges;4;-8.7;0;0;65.7;34.3;11.2;0.3;52
15061;Dienne;6;26.4;0.5;1.2;60.5;37.8;46.3;1.3;249
15063;Drugeac;7;-14.8;2.1;0;8.4;89.5;18.2;6.1;321
15064;Escorailles;4;0.6;0.6;0;5.2;94.3;2.8;1.3;83
15065;Espinasse;4;-27.5;0;0;50;45.4;16.7;1.6;78
15066;Le Falgoux;5;-0.3;1.1;0;75.2;23.8;30.6;1.7;118
15067;Le Fau;4;933.3;0;0;83.2;16.8;19.5;0.9;29
15069;Ferrières-Saint-Mary;5;-15.3;0;0;46.2;53.8;19.2;1.7;241
15070;Fontanges;5;-9;1.8;0;46.9;51.2;18;4.3;203
15072;Freix-Anglards;4;22.4;0;0;17.4;82.6;17.7;2.4;218
15073;Fridefont;4;-1.5;0;0;54.8;28.8;14;2.9;95
15074;Giou-de-Mamou;8;-15.4;4.2;0;7.6;88.2;14.2;7.2;744
15075;Girgols;4;51.5;0;0;56.9;43.1;12.6;0.4;73
15076;Glénat;4;-3.5;1.2;0;37.7;61.1;24.3;1.4;171
15077;Gourdièges;4;-14.2;0;0;9.2;90.8;8.5;0.6;65
15078;Jabrun;6;0;0;0;66.2;33.8;34;1.8;161
15079;Jaleyrac;5;-11.9;0;0;32.6;67.4;16.9;2.8;364
15080;Joursac;6;1.2;0.1;0;34.5;65.5;21.1;1.6;149
15081;Jou-sous-Monjou;4;-0.5;0;0;27.7;72.3;6.2;1.1;101
15082;Junhac;4;3.8;0;0;44.3;55.7;27.7;4.7;291
15083;Jussac;6;-5;5.6;0;3.6;90.8;18.4;51;2026
15084;Labesserette;4;-2.9;0;0;15.6;84.4;13.6;8;292
15085;Labrousse;4;-17;0;0;55.1;44.9;19.9;6.9;483
15086;Lacapelle-Barrès;4;8.6;0;2.6;40;57.5;6.3;1.4;58
15087;Lacapelle-del-Fraisse;4;-3.1;0;0;34.6;65.4;15.3;4.7;377
15088;Lacapelle-Viescamp;5;4.4;3;0;33.7;56.3;15.6;12.5;513
15089;Ladinhac;5;-7.6;1.2;0;33.5;65.3;26.7;4.9;440
15090;Lafeuillade-en-Vézie;4;7.8;2.5;0;40.5;57;16.5;7.8;590
15091;Landeyrat;4;13.4;0;5.6;52.6;41.8;21.3;0.6;88
15092;Lanobre;4;18.6;3.8;0;44.3;46.7;41;24.7;1368
15093;Lapeyrugue;6;-4.3;0;0;42.2;57.8;8.5;1.2;99
15094;Laroquebrou;6;-18.2;4.6;0;39.7;55.6;17.1;1.5;798
15095;Laroquevieille;7;-8;3.4;0;28.2;68.4;15.7;2.8;349
15096;Lascelle;4;-2.3;1.6;0;54.2;44.1;19.1;0.9;272
15097;Lastic;4;-18.6;0;0;17.7;82.3;10.5;0.6;109
15098;Laurie;5;-11.2;0;0;52.4;47.6;19.2;1.1;87
15100;Laveissenet;5;8.7;0;0;33.8;66.2;10.8;2.4;132
15101;Laveissière;6;-8.3;1.9;0;73.7;24.5;34.9;3.8;516
15102;Lavigerie;6;2.8;0;0;78.6;21.4;24.2;1.6;111
15103;Leucamp;5;3.6;0;0;62.9;37.1;13.5;3.8;242
15104;Leynhac;4;5.4;0;0;28;72;27.7;3.7;333
15105;Leyvaux;4;-0.7;0;0;66.5;33.5;14.9;0;35
15106;Lieutadès;4;-8.3;0;0;54.3;44.4;39.9;1;166
15107;Lorcières;6;-4.1;0;0;44.7;55.3;21.8;2.3;168
15108;Val d'Arcomie;10;-5.6;0.3;0;39.2;57.7;86.3;11.2;970
15110;Lugarde;4;-2;2;0;36.5;61.5;13.4;1.5;121
15111;Madic;4;2.9;0;0;37;63;6.6;1.4;206
15112;Malbo;4;-6.4;0;0.7;57.1;42.2;29.3;2;88
15113;Mandailles-Saint-Julien;6;-11.5;0;0;68.2;31.8;35.4;2;177
15114;Marcenat;4;9.9;0.8;0.2;49.8;49.2;51.5;2.8;511
15116;Marchastel;4;-8.9;0;0.5;36.7;62.8;22.9;2.3;139
15117;Marcolès;6;7.5;1.5;0;37.5;61;52.9;14.1;590
15118;Marmanhac;5;-7.3;4.5;0;15.6;79.9;24.2;41.4;705
15119;Massiac;8;-9.2;6.2;0;52.6;41.2;34.8;9.5;1804
15120;Mauriac;7;-17.7;9.8;0;19.9;70.4;27.6;17.5;3519
15121;Maurines;4;10.1;0;0;41.4;58.2;14.3;0.9;108
15122;Maurs;6;-1.6;4.3;0;25.9;69.8;30.8;12.6;2110
15123;Méallet;5;-13.1;0;0;35;65;21.5;1.5;157
15124;Menet;5;6.8;0.9;0;31;68;29.9;2.8;529
15125;Mentières;5;1.8;0;0;13.2;86.8;13.2;0.4;127
15126;Molèdes;4;5.2;0;0;64.9;35.1;22.4;0;79
15127;Molompize;7;20.5;0;0;61.7;38.3;17.1;0.3;275
15128;La Monselie;4;-26.9;0;0;27.4;72.6;9.5;2.1;127
15129;Montboudif;4;-27.5;0;0;32.5;67.5;20.4;2.2;165
15130;Montchamp;5;-16;0;0;42;58;15.9;0.7;146
15131;Le Monteil;6;-5.1;1.1;0;17.4;81.5;23.5;2.7;276
15132;Montgreleix;4;62.5;0;0.1;78;21.9;17.6;3;36
15133;Montmurat;4;-13.4;0;0;11.1;88.9;5.1;1.3;134
15134;Montsalvy;4;13.2;3.3;0;47.9;48.8;20.3;6.1;822
15135;Montvert;4;-22.7;0;0;49.9;50.1;11.4;1;112
15137;Moussages;6;16.3;1.3;0;23.2;75.5;19;3.1;256
15138;Murat;7;6.4;7.9;1;44.9;46.1;20.3;6.9;1792
15139;Narnhac;4;25.5;0;0.6;18.6;80.8;10.3;0.7;68
15140;Naucelles;7;-46.8;12.8;0;4.6;82.6;11.7;22.2;2137
15141;Neussargues en Pinatelle;10;3.1;2.3;0.2;24.8;72.4;92;12.9;1653
15142;Neuvéglise-sur-Truyère;5;-8.4;1;0;26.8;71.4;125.2;14.6;1704
15143;Nieudan;4;-31.8;6.3;0;40.8;53;12.4;1.6;102
15144;Omps;4;-2.6;0.1;0;18.5;80.9;12.6;7.9;323
15146;Pailherols;4;1.6;0;1.4;55.4;43.2;26;1.3;131
15147;Parlan;4;62.2;1.2;0;39.4;59.4;24.1;8;463
15148;Paulhac;4;1.4;0.7;0;40.1;59.2;46.9;3.2;433
15149;Paulhenc;4;5.8;1.1;0;41.6;52.3;23.7;1;259
15151;Peyrusse;5;-6.5;0;0;28.2;71.8;29.3;2;144
15152;Pierrefort;7;23;3.6;0;15.8;80.6;24.6;9.3;913
15153;Pleaux;5;0.2;1.3;0;38.5;58.7;92.4;18.7;1459
15154;Polminhac;6;-8;2.9;0.8;27.3;69;29;10.3;1213
15155;Pradiers;4;-8.6;1.1;0;72.8;26.1;23.6;0.1;83
15156;Prunet;4;6.4;0;0;36.3;63.7;27.3;10.1;686
15157;Quézac;4;-32.9;0;0;30.7;69.3;16.4;2.1;350
15158;Rageade;4;1.6;0;0;16.4;83.6;12.6;4.6;102
15159;Raulhac;6;-9.8;1.9;0;19;79.1;17;2.2;269
15160;Reilhac;8;38.5;8.8;0;12;79.2;8.9;11.3;1089
15161;Rézentières;5;11.2;0;0;23.5;76.5;13.3;1.8;106
15162;Riom-ès-Montagnes;11;-4.5;4;0.1;26.5;69.4;46.5;13.1;2428
15163;Roannes-Saint-Mary;8;3.7;0.7;0;36.6;62.7;36.3;19.9;1106
15164;Roffiac;6;-2;0.7;0;14.1;85.2;21.3;5.4;583
15165;Rouffiac;4;-2.2;1.2;0;47.6;51.2;23.1;1.8;195
15166;Roumégoux;4;-1.4;1.9;0;30.3;67.8;13.3;8;322
15167;Rouziers;5;-18.5;0;0;39.2;60.8;8.6;1.9;113
15168;Ruynes-en-Margeride;5;-18.6;2.6;0;34.1;63.1;29.7;10.9;714
15169;Saignes;6;-15.8;11.1;0;23.1;65.9;6.8;2.6;823
15170;Saint-Amandin;4;-3.7;0.1;1.5;44.9;53.5;31.9;1.6;230
15172;Saint-Antoine;4;28.3;0;0;26.5;73.5;7.2;1.7;89
15173;Saint-Bonnet-de-Condat;4;-41.4;0;3.5;27.3;69.3;17.3;1.4;114
15174;Saint-Bonnet-de-Salers;6;1.3;1.1;0;36.4;62.5;32.7;5.7;262
15175;Saint-Cernin;6;6.3;1;0;26.4;72.6;46.8;11.9;1055
15176;Saint-Chamant;5;-7.2;0;0;29.3;70.7;13.7;2.3;238
15178;Saint-Cirgues-de-Jordanne;4;7.7;0;0;59.9;40.1;16.2;0.5;145
15179;Saint-Cirgues-de-Malbert;5;-2.9;0;0;38.7;61.3;16.2;2.8;250
15180;Saint-Clément;4;2.3;0;0;46.6;53.4;17.4;0.7;77
15181;Saint-Constant-Fournoulès;5;-1.6;1.5;0;23.7;74.8;29;8;568
15182;Saint-Étienne-Cantalès;4;-11.7;2.2;0;49.3;41.5;11.2;2.4;127
15183;Saint-Étienne-de-Carlat;4;-11.7;0;0;5.3;94.7;10.6;0.9;130
15184;Saint-Étienne-de-Maurs;6;7.5;3.1;0;20.9;76;17.3;9.7;780
15185;Saint-Étienne-de-Chomeil;9;-5.2;1.1;0;52.1;46.8;27.6;2.2;249
15186;Sainte-Eulalie;5;-8.5;0;0;15.9;84.1;14.5;4.4;232
15187;Saint-Flour;11;-11.1;17.9;0;8;74.1;27.1;25.6;6423
15188;Saint-Georges;7;4.8;2;0;25.7;72.2;33.1;23.3;1183
15189;Saint-Gérons;4;19.7;1.4;0;34.8;53.6;16.7;4.2;225
15190;Saint-Hippolyte;5;31.1;0;0;38.8;61.2;13.9;1;98
15191;Saint-Illide;4;19.5;1.2;0;43.4;55.3;39.7;2.7;642
15192;Saint-Jacques-des-Blats;4;-6.3;2;0;70.6;27.4;31.5;3.6;292
15194;Saint-Julien-de-Toursac;4;-4.5;0;0;44.4;55.6;9.4;1.7;102
15196;Saint-Mamet-la-Salvetat;5;-1.6;2.5;0.5;33.1;63.7;51.5;16.5;1543
15198;Sainte-Marie;4;-10.6;0;0;38.1;57.9;17.9;0.8;109
15199;Saint-Martial;4;0.3;0;0;51.2;44.1;14.2;0.4;72
15200;Saint-Martin-Cantalès;4;53.5;0;0;42.4;55.4;19.6;0.9;150
15201;Saint-Martin-sous-Vigouroux;4;-14.2;0;0;26.8;73.2;19.3;1.5;221
15202;Saint-Martin-Valmeroux;6;-3.5;2.4;0;17.4;80.3;25.9;7.9;710
15203;Saint-Mary-le-Plain;6;-20.5;0;0;40.3;59.7;21.8;4.3;183
15204;Saint-Paul-des-Landes;5;-2.6;5.2;0;10.2;84.6;19;12;1533
15205;Saint-Paul-de-Salers;7;14.8;0;0;77.1;22.9;36.6;1.3;105
15206;Saint-Pierre;4;3.2;0;0;34.7;61.1;14.3;1;144
15207;Saint-Poncy;7;-6.3;0;0;34.8;65.2;40.4;4;345
15208;Saint-Projet-de-Salers;4;-11.9;0;0;85.9;14.1;36.3;3.8;133
15209;Saint-Rémy-de-Chaudes-Aigues;4;14.8;0;0;59.8;40.2;14.9;0.4;123
15211;Saint-Santin-Cantalès;4;32.6;0.7;0;60.3;38.9;34.3;3.6;288
15212;Saint-Santin-de-Maurs;4;6.7;1.7;0;8.5;89.8;14.5;5.9;363
15213;Saint-Saturnin;6;-2.4;0.7;0;54.9;44.4;38.7;1;197
15214;Saint-Saury;4;6.2;0;0;43.7;56.3;30.1;1.2;172
15215;Saint-Simon;9;-21.1;1.9;0;19.1;78.9;27.3;8.7;1126
15216;Saint-Urcize;5;-1;0.4;0;78.7;20.9;54.3;5.1;424
15217;Saint-Victor;4;-18.4;0;0;52;48;13.5;1.1;101
15218;Saint-Vincent-de-Salers;6;-18.3;0;0;68.1;31.9;18.9;0.7;70
15219;Salers;5;-2.1;6.5;0;33;60.5;4.8;0.4;316
15220;Salins;6;-8.6;0;0;1.2;98.8;8.8;1.7;144
15221;Sansac-de-Marmiesse;5;10.2;13.1;0;29.3;57.6;14.3;18;1370
15222;Sansac-Veinazès;4;38.8;0;0;28;72;12.6;2.3;206
15223;Sauvat;6;-12.2;0;0;28.5;71.5;14.5;1.6;216
15224;La Ségalassière;4;-8;4.3;0;31;64.7;6.6;1.7;126
15225;Ségur-les-Villas;5;-5.5;0;4.7;54.8;40.4;26.7;5;216
15226;Sénezergues;4;0.1;0;0;32.8;67.2;17.6;7.8;209
15228;Siran;4;-4.6;0.7;0;53;46.3;50.9;7.8;456
